applicant_id,probability_of_default,risk_band,recommended_decision,actual_default
120116,0.0975197716695167,Low Risk,Approve,0
287174,0.1578722557420355,Medium Risk,Manual Review,0
103873,0.1185048849244409,Medium Risk,Manual Review,0
445057,0.5533590497613792,High Risk,Decline,1
339006,0.5610421192849093,High Risk,Decline,0
359339,0.8410992974694353,High Risk,Decline,1
320758,0.6351753048517027,High Risk,Decline,0
361047,0.2486914228124214,Medium Risk,Manual Review,0
224952,0.1109633927128707,Medium Risk,Manual Review,0
215160,0.7683604369457039,High Risk,Decline,0
161463,0.8130095520333637,High Risk,Decline,0
212733,0.4560903487233412,High Risk,Decline,0
111653,0.24081397668732,Medium Risk,Manual Review,0
421239,0.7659011974298107,High Risk,Decline,0
321130,0.3002650680167333,High Risk,Decline,0
329469,0.439079180704853,High Risk,Decline,0
234117,0.2789843466982743,Medium Risk,Manual Review,0
340879,0.0424148541042236,Low Risk,Approve,0
343485,0.3791268493475072,High Risk,Decline,0
407497,0.5039195487105464,High Risk,Decline,0
116573,0.1473325246706191,Medium Risk,Manual Review,0
427233,0.4341537378441946,High Risk,Decline,1
451467,0.6458378216518882,High Risk,Decline,0
422516,0.3907104242582583,High Risk,Decline,0
258629,0.1334570878603941,Medium Risk,Manual Review,0
298273,0.275362719054328,Medium Risk,Manual Review,0
103727,0.0710818050667474,Low Risk,Approve,0
136974,0.922393595060744,High Risk,Decline,1
217997,0.6144906447955515,High Risk,Decline,0
199178,0.8779602122729626,High Risk,Decline,0
444092,0.7089385454128396,High Risk,Decline,0
242885,0.4064618603740885,High Risk,Decline,0
188843,0.1973812063224304,Medium Risk,Manual Review,0
415564,0.206114972009514,Medium Risk,Manual Review,0
157230,0.2064749215205472,Medium Risk,Manual Review,0
175093,0.2544696902453331,Medium Risk,Manual Review,1
375915,0.2044188654537717,Medium Risk,Manual Review,0
304362,0.4968343015754575,High Risk,Decline,0
247762,0.7204966840353884,High Risk,Decline,0
165432,0.1907899369544745,Medium Risk,Manual Review,0
166314,0.1422513844412266,Medium Risk,Manual Review,0
398362,0.1254681172007449,Medium Risk,Manual Review,0
328614,0.5385255484951512,High Risk,Decline,0
441305,0.1353111212094871,Medium Risk,Manual Review,0
176546,0.3473650566491031,High Risk,Decline,0
180988,0.4888746976868869,High Risk,Decline,0
455352,0.7686070421963749,High Risk,Decline,1
169161,0.5971003872231904,High Risk,Decline,0
386922,0.3082197289432164,High Risk,Decline,1
442229,0.4229871966040764,High Risk,Decline,0
376438,0.270984615892852,Medium Risk,Manual Review,0
266066,0.6569907243367954,High Risk,Decline,0
225112,0.4434199811129146,High Risk,Decline,0
221060,0.6557934940083678,High Risk,Decline,1
424411,0.6112615654033335,High Risk,Decline,0
418884,0.6185034137105159,High Risk,Decline,0
309109,0.4060672996187082,High Risk,Decline,0
382794,0.662766645581906,High Risk,Decline,0
447379,0.1653726139463537,Medium Risk,Manual Review,0
292931,0.262414212570762,Medium Risk,Manual Review,0
265411,0.1400908566398403,Medium Risk,Manual Review,0
328062,0.2629551986241448,Medium Risk,Manual Review,0
213879,0.3214497737417288,High Risk,Decline,1
378360,0.7865714850421387,High Risk,Decline,0
442345,0.4157312056553614,High Risk,Decline,0
372490,0.6269107612953958,High Risk,Decline,0
172096,0.1348955838207847,Medium Risk,Manual Review,0
305785,0.1535554920079518,Medium Risk,Manual Review,0
309315,0.1544875305346656,Medium Risk,Manual Review,0
398399,0.5089497203371895,High Risk,Decline,0
251014,0.1246087339512966,Medium Risk,Manual Review,0
233210,0.6945731698199414,High Risk,Decline,0
330440,0.369260883873375,High Risk,Decline,0
183975,0.6470286154428058,High Risk,Decline,0
372073,0.4264453095284535,High Risk,Decline,0
106399,0.1980802079199822,Medium Risk,Manual Review,0
378413,0.1916275475407984,Medium Risk,Manual Review,0
305996,0.3680847621881603,High Risk,Decline,0
380106,0.1695025465234285,Medium Risk,Manual Review,0
252610,0.2391766054650602,Medium Risk,Manual Review,0
288720,0.5411559637964176,High Risk,Decline,0
113525,0.3863101179066508,High Risk,Decline,0
329074,0.5346095665758629,High Risk,Decline,0
145331,0.8206085268121167,High Risk,Decline,0
251650,0.5308514383322134,High Risk,Decline,1
284743,0.0433127405391412,Low Risk,Approve,0
223768,0.1725370900520657,Medium Risk,Manual Review,0
266170,0.1601479272147512,Medium Risk,Manual Review,0
111399,0.3307037639785344,High Risk,Decline,0
397792,0.4518786992632758,High Risk,Decline,0
353522,0.1520508663119015,Medium Risk,Manual Review,0
101139,0.1067375067031914,Medium Risk,Manual Review,0
430113,0.1736893676187728,Medium Risk,Manual Review,0
223189,0.1115302679405544,Medium Risk,Manual Review,0
368312,0.580807620529585,High Risk,Decline,0
426505,0.175831382890118,Medium Risk,Manual Review,0
283382,0.6641989688795699,High Risk,Decline,0
291257,0.2912855031128683,Medium Risk,Manual Review,0
318789,0.268941907974109,Medium Risk,Manual Review,0
235152,0.4990577507674367,High Risk,Decline,0
360086,0.7843788423668614,High Risk,Decline,0
182221,0.2144307095654881,Medium Risk,Manual Review,0
112708,0.4194634952035119,High Risk,Decline,0
140937,0.324616614708279,High Risk,Decline,0
179422,0.2283402797588259,Medium Risk,Manual Review,0
326193,0.2048342842497074,Medium Risk,Manual Review,0
167535,0.2160423448694929,Medium Risk,Manual Review,0
220252,0.2209123468540582,Medium Risk,Manual Review,0
165213,0.8247578364632063,High Risk,Decline,0
104526,0.1588602255103469,Medium Risk,Manual Review,0
210882,0.6376337576528153,High Risk,Decline,1
186515,0.1231124222282373,Medium Risk,Manual Review,0
241633,0.339209990144172,High Risk,Decline,0
188480,0.1175905092271909,Medium Risk,Manual Review,0
424569,0.0922958304198671,Low Risk,Approve,0
391447,0.1214971980455153,Medium Risk,Manual Review,0
115305,0.8409937763512481,High Risk,Decline,0
126157,0.0866721979085198,Low Risk,Approve,0
381658,0.2618441450374839,Medium Risk,Manual Review,0
415985,0.4656425916945383,High Risk,Decline,0
320872,0.2064680769643501,Medium Risk,Manual Review,0
154294,0.0823045979282532,Low Risk,Approve,0
190393,0.2284069576457337,Medium Risk,Manual Review,0
158400,0.6860216973610261,High Risk,Decline,1
197968,0.1655653009495461,Medium Risk,Manual Review,0
254476,0.5594463254483532,High Risk,Decline,0
406148,0.1869389454554114,Medium Risk,Manual Review,0
347012,0.5895945535600926,High Risk,Decline,1
183497,0.3468930603118345,High Risk,Decline,0
117589,0.3046303638421437,High Risk,Decline,0
125568,0.7401850375596049,High Risk,Decline,0
270544,0.5266750822189271,High Risk,Decline,0
306847,0.3974828588536505,High Risk,Decline,0
431237,0.2923408435634056,Medium Risk,Manual Review,0
298830,0.2862949476160522,Medium Risk,Manual Review,0
440482,0.0771750767519882,Low Risk,Approve,0
277171,0.2583988996395589,Medium Risk,Manual Review,0
428275,0.4073452188047572,High Risk,Decline,0
169050,0.1235094553001315,Medium Risk,Manual Review,0
149953,0.5556279065338616,High Risk,Decline,1
441542,0.6199153037161441,High Risk,Decline,1
301457,0.680238950582609,High Risk,Decline,1
222130,0.7063875880617303,High Risk,Decline,0
397569,0.1342786233481883,Medium Risk,Manual Review,0
187647,0.1272163634258853,Medium Risk,Manual Review,0
110571,0.6806330027459768,High Risk,Decline,0
184064,0.1998494186930784,Medium Risk,Manual Review,0
139022,0.0497291704351075,Low Risk,Approve,0
225337,0.1157034125541571,Medium Risk,Manual Review,0
123820,0.3562456446059713,High Risk,Decline,0
333397,0.2759253485456885,Medium Risk,Manual Review,0
441194,0.1711023292080567,Medium Risk,Manual Review,0
281443,0.1688538608903069,Medium Risk,Manual Review,0
451415,0.1863708426068128,Medium Risk,Manual Review,0
271619,0.6447716058935233,High Risk,Decline,1
209498,0.3073721250312869,High Risk,Decline,0
211995,0.2393848221578662,Medium Risk,Manual Review,0
422876,0.1022059883215573,Medium Risk,Manual Review,0
271465,0.3419099754527862,High Risk,Decline,0
184835,0.6164575349112948,High Risk,Decline,0
281610,0.1935462805809045,Medium Risk,Manual Review,0
142776,0.3253207403443955,High Risk,Decline,0
265494,0.8146809747943827,High Risk,Decline,0
357256,0.191480715758817,Medium Risk,Manual Review,0
395779,0.1934401810401133,Medium Risk,Manual Review,0
234886,0.4153576556671744,High Risk,Decline,0
370163,0.369731451979318,High Risk,Decline,0
252850,0.8428572912657187,High Risk,Decline,1
147398,0.1300859075126194,Medium Risk,Manual Review,0
439636,0.2451066572355264,Medium Risk,Manual Review,0
449643,0.2443106120050423,Medium Risk,Manual Review,0
328359,0.5820948467074878,High Risk,Decline,0
272279,0.3380834816897271,High Risk,Decline,0
126641,0.4653638296755295,High Risk,Decline,0
184771,0.5271208129293472,High Risk,Decline,0
390775,0.1217324011033533,Medium Risk,Manual Review,0
246407,0.3632334047805183,High Risk,Decline,0
392192,0.4941677332568067,High Risk,Decline,0
348338,0.1775787799471869,Medium Risk,Manual Review,0
346471,0.1005183251859892,Medium Risk,Manual Review,0
103375,0.1323712648438666,Medium Risk,Manual Review,0
109899,0.2845103886084447,Medium Risk,Manual Review,0
149117,0.119896827396964,Medium Risk,Manual Review,0
146612,0.6504363455470937,High Risk,Decline,0
352917,0.2947367003738597,Medium Risk,Manual Review,0
335656,0.3149364577925905,High Risk,Decline,0
159786,0.433166681729749,High Risk,Decline,0
437590,0.1678028307825395,Medium Risk,Manual Review,0
239802,0.4432530065263658,High Risk,Decline,0
409708,0.5481053495652186,High Risk,Decline,1
244011,0.282230290485792,Medium Risk,Manual Review,0
142474,0.1332627946906297,Medium Risk,Manual Review,1
273173,0.1843771995325185,Medium Risk,Manual Review,0
217670,0.1451516210001358,Medium Risk,Manual Review,0
206532,0.2828203079254075,Medium Risk,Manual Review,0
324332,0.1085857966571155,Medium Risk,Manual Review,0
129098,0.6971625694503016,High Risk,Decline,0
392718,0.1282248696458654,Medium Risk,Manual Review,0
227767,0.4570415189643231,High Risk,Decline,0
201687,0.2030430267997325,Medium Risk,Manual Review,0
355824,0.1363236465156388,Medium Risk,Manual Review,0
349032,0.2948401069541381,Medium Risk,Manual Review,1
284523,0.2162304659626882,Medium Risk,Manual Review,0
216451,0.3521410745167784,High Risk,Decline,0
177144,0.5150763958134064,High Risk,Decline,0
166950,0.1559779946863738,Medium Risk,Manual Review,0
419846,0.2878845720265294,Medium Risk,Manual Review,0
243758,0.2354682732659202,Medium Risk,Manual Review,0
289722,0.420985014084441,High Risk,Decline,1
139162,0.0603373873495508,Low Risk,Approve,0
340001,0.3352747232322442,High Risk,Decline,0
390681,0.7045198667753716,High Risk,Decline,1
112803,0.1774708035494055,Medium Risk,Manual Review,0
196590,0.072456481464554,Low Risk,Approve,0
123689,0.6024677565504992,High Risk,Decline,0
143581,0.4981487466560783,High Risk,Decline,0
157640,0.234673691333223,Medium Risk,Manual Review,0
220483,0.1001349245922837,Medium Risk,Manual Review,0
330889,0.7958629311190688,High Risk,Decline,0
373707,0.2283305234552575,Medium Risk,Manual Review,0
300628,0.0821045288332498,Low Risk,Approve,0
219946,0.1406578958513543,Medium Risk,Manual Review,0
394442,0.2032148298104868,Medium Risk,Manual Review,1
316598,0.1550256893954216,Medium Risk,Manual Review,0
341238,0.2295588610959404,Medium Risk,Manual Review,0
256175,0.3089850242273958,High Risk,Decline,0
389873,0.5653543551478435,High Risk,Decline,1
355005,0.0757290469643698,Low Risk,Approve,0
427022,0.295051157361913,Medium Risk,Manual Review,0
236826,0.3286903202135277,High Risk,Decline,0
445153,0.138572705310709,Medium Risk,Manual Review,0
400233,0.4950053263673818,High Risk,Decline,0
278515,0.3544229064488466,High Risk,Decline,0
196460,0.1754935369867464,Medium Risk,Manual Review,0
185747,0.5377916967539842,High Risk,Decline,0
147760,0.6552495896061604,High Risk,Decline,0
149195,0.4285645748296587,High Risk,Decline,0
393899,0.5825218191706465,High Risk,Decline,0
307430,0.3797483868310005,High Risk,Decline,0
359802,0.1888514612705125,Medium Risk,Manual Review,0
248684,0.5469010947486177,High Risk,Decline,0
138043,0.3663743890159291,High Risk,Decline,0
167033,0.3759310253072553,High Risk,Decline,0
412062,0.1444670475800491,Medium Risk,Manual Review,0
243707,0.293769583940174,Medium Risk,Manual Review,0
216806,0.0748155829955495,Low Risk,Approve,0
387637,0.058479971115367,Low Risk,Approve,0
374603,0.0545886045352613,Low Risk,Approve,0
306529,0.1862490897054163,Medium Risk,Manual Review,0
279218,0.1567017799599633,Medium Risk,Manual Review,0
127610,0.1240437643230164,Medium Risk,Manual Review,0
292044,0.1319666929527308,Medium Risk,Manual Review,0
408778,0.3673230831242296,High Risk,Decline,0
151138,0.1321897125595877,Medium Risk,Manual Review,0
403540,0.1840808165846833,Medium Risk,Manual Review,0
436826,0.470908332634068,High Risk,Decline,0
341769,0.189440518612744,Medium Risk,Manual Review,0
284822,0.2286446473429572,Medium Risk,Manual Review,0
235264,0.4559494978132283,High Risk,Decline,0
326401,0.4294914087648907,High Risk,Decline,1
415562,0.3896599407660681,High Risk,Decline,0
364935,0.882658589801128,High Risk,Decline,1
221832,0.5890207644185639,High Risk,Decline,0
351731,0.8569753066117456,High Risk,Decline,1
380370,0.1477267961061157,Medium Risk,Manual Review,0
171637,0.1540327648887236,Medium Risk,Manual Review,0
338401,0.0926382082444321,Low Risk,Approve,0
361048,0.0586606113231846,Low Risk,Approve,0
130511,0.1159287637064729,Medium Risk,Manual Review,0
262334,0.1906234341515726,Medium Risk,Manual Review,0
231388,0.0546137154689196,Low Risk,Approve,0
212792,0.6575803084591021,High Risk,Decline,1
176291,0.3039514642183168,High Risk,Decline,0
248994,0.0519712550746111,Low Risk,Approve,0
311330,0.2760891431679804,Medium Risk,Manual Review,0
378226,0.4725400930061934,High Risk,Decline,0
367022,0.3525414408841415,High Risk,Decline,1
176523,0.0856282398371962,Low Risk,Approve,0
261756,0.1339723158776213,Medium Risk,Manual Review,0
429487,0.3851785020180359,High Risk,Decline,0
438232,0.339339304600529,High Risk,Decline,0
212316,0.1007022915854738,Medium Risk,Manual Review,0
312483,0.4550112095162016,High Risk,Decline,0
345895,0.6266340474887123,High Risk,Decline,0
317706,0.2108397528056858,Medium Risk,Manual Review,0
278756,0.7373535569267998,High Risk,Decline,0
370532,0.4494338760158127,High Risk,Decline,1
278150,0.1506867545617889,Medium Risk,Manual Review,0
328345,0.1080238069409259,Medium Risk,Manual Review,0
283901,0.805300242132221,High Risk,Decline,1
127068,0.6349957155900258,High Risk,Decline,0
163146,0.2042031336127933,Medium Risk,Manual Review,0
199380,0.2811479438173029,Medium Risk,Manual Review,0
276329,0.1452059774063273,Medium Risk,Manual Review,0
175197,0.5438774749772598,High Risk,Decline,1
363160,0.5270192112469193,High Risk,Decline,0
319461,0.4352518174339889,High Risk,Decline,0
443679,0.7746048325717898,High Risk,Decline,0
369204,0.269828098204007,Medium Risk,Manual Review,0
201125,0.1353053646689439,Medium Risk,Manual Review,0
310109,0.0596518307933081,Low Risk,Approve,0
400238,0.3117132476918494,High Risk,Decline,0
338686,0.6681079197731986,High Risk,Decline,0
132976,0.7537710363176345,High Risk,Decline,1
116979,0.6512098449008096,High Risk,Decline,0
315585,0.2655247380221308,Medium Risk,Manual Review,0
238763,0.5198524109115461,High Risk,Decline,0
285535,0.1103290570021453,Medium Risk,Manual Review,0
381117,0.7213595956967446,High Risk,Decline,1
365847,0.1701230388283825,Medium Risk,Manual Review,0
162265,0.2249297759640333,Medium Risk,Manual Review,0
216639,0.6235395998719221,High Risk,Decline,0
379174,0.0413383227047063,Low Risk,Approve,0
215015,0.457198091768965,High Risk,Decline,0
359930,0.6340209500120882,High Risk,Decline,0
220548,0.0963930614921819,Low Risk,Approve,0
313477,0.3201363678374501,High Risk,Decline,0
123857,0.6864742121286955,High Risk,Decline,1
422108,0.1107633983824939,Medium Risk,Manual Review,0
410985,0.5139041575658223,High Risk,Decline,0
261962,0.6064229066766267,High Risk,Decline,0
336070,0.2346093664437647,Medium Risk,Manual Review,1
352627,0.5887604425743104,High Risk,Decline,0
405345,0.0905947850384776,Low Risk,Approve,0
159273,0.6264981053816709,High Risk,Decline,0
291538,0.1988611102476417,Medium Risk,Manual Review,0
184993,0.1363445806585018,Medium Risk,Manual Review,0
184805,0.2884916893694386,Medium Risk,Manual Review,1
385718,0.352223428177374,High Risk,Decline,0
288966,0.0788178632045896,Low Risk,Approve,0
342791,0.8542361671507689,High Risk,Decline,0
299469,0.3951299566886234,High Risk,Decline,1
184042,0.4616161851898503,High Risk,Decline,0
369031,0.1495549344820217,Medium Risk,Manual Review,0
292666,0.6495720304682826,High Risk,Decline,0
227695,0.3353284855767305,High Risk,Decline,0
212398,0.1559025029454408,Medium Risk,Manual Review,0
426169,0.0915658724934154,Low Risk,Approve,0
132601,0.0719390043633089,Low Risk,Approve,0
224921,0.4525785687297312,High Risk,Decline,0
157431,0.592633057395196,High Risk,Decline,1
450600,0.2538319100079078,Medium Risk,Manual Review,0
394425,0.8133861860949276,High Risk,Decline,1
343548,0.2122000058259621,Medium Risk,Manual Review,0
445959,0.3842998252107479,High Risk,Decline,1
382837,0.1746521246628337,Medium Risk,Manual Review,0
302809,0.3442762233303425,High Risk,Decline,0
182844,0.7271692228911103,High Risk,Decline,0
357378,0.8337294325106805,High Risk,Decline,1
404361,0.6461287851903922,High Risk,Decline,0
364735,0.9417491721977038,High Risk,Decline,0
139975,0.3635211439520743,High Risk,Decline,0
170360,0.7426866786154818,High Risk,Decline,0
130987,0.0977740462007366,Low Risk,Approve,0
213875,0.2339155484607118,Medium Risk,Manual Review,0
295752,0.2995153668059182,Medium Risk,Manual Review,0
198376,0.2497563687833348,Medium Risk,Manual Review,0
418200,0.0439372137579682,Low Risk,Approve,0
311701,0.0918221465960254,Low Risk,Approve,0
390264,0.1822374551542552,Medium Risk,Manual Review,0
282732,0.2357396944293252,Medium Risk,Manual Review,0
333727,0.6749459939496347,High Risk,Decline,0
111852,0.3203323809005277,High Risk,Decline,0
318489,0.2646793639230411,Medium Risk,Manual Review,0
266278,0.4051838609812757,High Risk,Decline,0
416260,0.10169519942153,Medium Risk,Manual Review,0
378943,0.7777479877200815,High Risk,Decline,0
245574,0.5632554077973061,High Risk,Decline,0
426558,0.4001698044577249,High Risk,Decline,0
113357,0.0536835061989637,Low Risk,Approve,0
299604,0.3026349566947792,High Risk,Decline,0
248463,0.0532629276138406,Low Risk,Approve,0
137333,0.5811316115655378,High Risk,Decline,0
312474,0.5508103787096205,High Risk,Decline,0
176727,0.839356207980142,High Risk,Decline,0
243932,0.0528139050672041,Low Risk,Approve,0
349078,0.464306541706272,High Risk,Decline,0
267386,0.1997461041683608,Medium Risk,Manual Review,0
343178,0.5710118148342191,High Risk,Decline,1
252110,0.4826863781337986,High Risk,Decline,0
416011,0.3030423094846035,High Risk,Decline,0
224447,0.236841837528496,Medium Risk,Manual Review,0
141053,0.7733884820783784,High Risk,Decline,0
445750,0.3295058614483304,High Risk,Decline,0
327201,0.172061060632136,Medium Risk,Manual Review,0
143379,0.6681782627404923,High Risk,Decline,0
125942,0.3942921861438059,High Risk,Decline,0
265823,0.3865219041867456,High Risk,Decline,0
326949,0.3638605093534757,High Risk,Decline,0
332103,0.2679356908403748,Medium Risk,Manual Review,0
388502,0.439936589652154,High Risk,Decline,0
204266,0.3977128997986084,High Risk,Decline,0
275474,0.5221460904478014,High Risk,Decline,1
191072,0.1367722814595627,Medium Risk,Manual Review,0
410138,0.1831621451917001,Medium Risk,Manual Review,0
433214,0.3858888142876077,High Risk,Decline,0
244716,0.0952198281461181,Low Risk,Approve,0
110017,0.835708249251071,High Risk,Decline,0
122182,0.4869755138447779,High Risk,Decline,0
136461,0.2889729230234982,Medium Risk,Manual Review,0
180093,0.4263124925215799,High Risk,Decline,0
316640,0.3581487825972216,High Risk,Decline,0
230280,0.4219782000844581,High Risk,Decline,0
222025,0.4741686280698048,High Risk,Decline,0
138402,0.1551720720109237,Medium Risk,Manual Review,0
124044,0.9105871084209946,High Risk,Decline,1
109986,0.0807447452765453,Low Risk,Approve,0
384896,0.0347716493606582,Low Risk,Approve,0
127604,0.1371003164511507,Medium Risk,Manual Review,0
261406,0.1194332372333542,Medium Risk,Manual Review,0
278167,0.2660970240355638,Medium Risk,Manual Review,0
250525,0.2948699099041263,Medium Risk,Manual Review,0
413149,0.1030509906621356,Medium Risk,Manual Review,0
364101,0.5250518762581977,High Risk,Decline,0
201094,0.0580578190399748,Low Risk,Approve,0
432147,0.6268227999641512,High Risk,Decline,1
101094,0.4198386956534429,High Risk,Decline,0
284819,0.8156811500166402,High Risk,Decline,0
397022,0.4041815643979737,High Risk,Decline,0
141435,0.5816617459289792,High Risk,Decline,0
141381,0.5366282447931457,High Risk,Decline,0
447277,0.1683664139592677,Medium Risk,Manual Review,0
449675,0.3540947006370981,High Risk,Decline,0
169730,0.2143282712006265,Medium Risk,Manual Review,0
377885,0.2784205992244762,Medium Risk,Manual Review,0
212147,0.2161846514866399,Medium Risk,Manual Review,0
351595,0.2207090209390394,Medium Risk,Manual Review,0
143110,0.5974214492933172,High Risk,Decline,0
146383,0.3644191716489001,High Risk,Decline,0
433646,0.7114472129107932,High Risk,Decline,0
184151,0.6451291963607084,High Risk,Decline,1
398425,0.3391752697561064,High Risk,Decline,0
414393,0.1716052597975836,Medium Risk,Manual Review,0
358185,0.0476662042157843,Low Risk,Approve,0
123813,0.1229648255057432,Medium Risk,Manual Review,1
356247,0.1525753182389018,Medium Risk,Manual Review,0
418778,0.7367569560929068,High Risk,Decline,0
390968,0.0800272093365054,Low Risk,Approve,0
137161,0.1132129604319899,Medium Risk,Manual Review,0
363528,0.4441711600452886,High Risk,Decline,0
387835,0.2323180012435811,Medium Risk,Manual Review,0
217524,0.3130243457600385,High Risk,Decline,0
222380,0.5840947686042645,High Risk,Decline,0
344902,0.4394510038351393,High Risk,Decline,0
314816,0.2333936117186713,Medium Risk,Manual Review,0
415387,0.435932031653847,High Risk,Decline,0
277076,0.320959084310221,High Risk,Decline,0
137471,0.7394578979399762,High Risk,Decline,1
376731,0.40562593367804,High Risk,Decline,0
403256,0.131494224605093,Medium Risk,Manual Review,0
238837,0.3319657462956108,High Risk,Decline,0
115663,0.2359790672708048,Medium Risk,Manual Review,0
241550,0.8635523868850737,High Risk,Decline,0
211486,0.3787604061183743,High Risk,Decline,0
315770,0.8595914180910186,High Risk,Decline,1
186298,0.6810211112580378,High Risk,Decline,0
116724,0.7648979139477776,High Risk,Decline,1
154821,0.087153282442988,Low Risk,Approve,0
334993,0.7887800516709019,High Risk,Decline,0
371481,0.6279907245291287,High Risk,Decline,0
248007,0.2481440412487691,Medium Risk,Manual Review,0
111603,0.1110446565090883,Medium Risk,Manual Review,0
201115,0.1929354622526132,Medium Risk,Manual Review,0
277035,0.3043853150185995,High Risk,Decline,0
232219,0.2529076432295247,Medium Risk,Manual Review,0
279256,0.1158322695843319,Medium Risk,Manual Review,0
389036,0.3602314969130791,High Risk,Decline,0
421928,0.0406082781223259,Low Risk,Approve,0
152672,0.1306565165054024,Medium Risk,Manual Review,0
416594,0.1171015024308544,Medium Risk,Manual Review,0
246069,0.3569695861616283,High Risk,Decline,0
282682,0.2716086970146056,Medium Risk,Manual Review,0
376857,0.2640785688610756,Medium Risk,Manual Review,0
223858,0.2903261152973196,Medium Risk,Manual Review,0
281986,0.2569827118970096,Medium Risk,Manual Review,0
119519,0.2152253543486845,Medium Risk,Manual Review,0
213823,0.1091150810767306,Medium Risk,Manual Review,0
259077,0.1794301241162549,Medium Risk,Manual Review,0
181118,0.7070311094402549,High Risk,Decline,0
404498,0.6503882213197073,High Risk,Decline,1
256861,0.2792862988249023,Medium Risk,Manual Review,0
115918,0.2821207686693906,Medium Risk,Manual Review,0
383251,0.065252982153314,Low Risk,Approve,0
205691,0.5067489973522553,High Risk,Decline,0
103081,0.1477642784601099,Medium Risk,Manual Review,0
217061,0.117808642688169,Medium Risk,Manual Review,0
345664,0.1255314085000463,Medium Risk,Manual Review,0
314964,0.5015471722269428,High Risk,Decline,0
379837,0.1322006976948278,Medium Risk,Manual Review,0
124611,0.3671065601868554,High Risk,Decline,0
419732,0.5070961483901103,High Risk,Decline,0
452173,0.2442889512421293,Medium Risk,Manual Review,0
425520,0.1136291594154295,Medium Risk,Manual Review,0
215804,0.1644196345774722,Medium Risk,Manual Review,0
191565,0.0687505551167902,Low Risk,Approve,0
288776,0.6298222336651259,High Risk,Decline,0
169065,0.2551912665206914,Medium Risk,Manual Review,0
271067,0.6416638619841074,High Risk,Decline,0
238088,0.3963908481213705,High Risk,Decline,0
207385,0.1926382514930835,Medium Risk,Manual Review,0
441048,0.7714376233777863,High Risk,Decline,0
313872,0.3761910136325255,High Risk,Decline,0
281058,0.1330145046769533,Medium Risk,Manual Review,0
265050,0.6332985832910332,High Risk,Decline,0
285816,0.4222983075014693,High Risk,Decline,0
175748,0.4954522481379537,High Risk,Decline,0
333736,0.3452799870446785,High Risk,Decline,0
439094,0.5195093526222506,High Risk,Decline,0
203948,0.1430262349898585,Medium Risk,Manual Review,0
380464,0.3740034938867461,High Risk,Decline,0
300211,0.1556217179120303,Medium Risk,Manual Review,0
449309,0.0577548678270923,Low Risk,Approve,0
443656,0.1169348230391933,Medium Risk,Manual Review,0
405017,0.8620020749210245,High Risk,Decline,1
452976,0.6018805899495143,High Risk,Decline,0
225996,0.0774629301255373,Low Risk,Approve,0
215755,0.6847385939687718,High Risk,Decline,0
433114,0.1713264179267143,Medium Risk,Manual Review,0
388336,0.2036881116905338,Medium Risk,Manual Review,0
407174,0.362499838084815,High Risk,Decline,0
313301,0.2527464462663034,Medium Risk,Manual Review,0
453580,0.0850636679963683,Low Risk,Approve,0
326272,0.0334514188240182,Low Risk,Approve,0
269395,0.2992467487859251,Medium Risk,Manual Review,0
435971,0.650035870147791,High Risk,Decline,0
165568,0.6887102555167827,High Risk,Decline,0
303392,0.6175790262736758,High Risk,Decline,0
109845,0.4163281073477136,High Risk,Decline,0
245563,0.0715267816559286,Low Risk,Approve,0
379055,0.3649493750337872,High Risk,Decline,0
385342,0.4054872920172729,High Risk,Decline,0
138606,0.2335591932186514,Medium Risk,Manual Review,0
125870,0.8186201506864684,High Risk,Decline,1
161116,0.1318224119672608,Medium Risk,Manual Review,0
257481,0.2436521253944114,Medium Risk,Manual Review,0
337981,0.440013572796791,High Risk,Decline,0
263079,0.4535135132159448,High Risk,Decline,0
296370,0.0497395804195723,Low Risk,Approve,0
420064,0.4222564610531064,High Risk,Decline,0
353309,0.2333988671295579,Medium Risk,Manual Review,0
229287,0.7115973227856731,High Risk,Decline,0
272145,0.1747620579074547,Medium Risk,Manual Review,0
434416,0.6645323819217887,High Risk,Decline,0
305851,0.2108210400310616,Medium Risk,Manual Review,0
315018,0.3847413371974874,High Risk,Decline,0
323752,0.8580507212991405,High Risk,Decline,1
402877,0.0926025769236229,Low Risk,Approve,0
256124,0.1533190141170464,Medium Risk,Manual Review,0
295113,0.3616845601673147,High Risk,Decline,0
119641,0.1139997575910139,Medium Risk,Manual Review,0
147599,0.5482861475792702,High Risk,Decline,0
219963,0.3394971001278633,High Risk,Decline,0
340723,0.0998750664898038,Low Risk,Approve,0
281518,0.2181455197622306,Medium Risk,Manual Review,0
255437,0.1536260854854885,Medium Risk,Manual Review,0
218027,0.1623167338595353,Medium Risk,Manual Review,0
156944,0.3867819212473589,High Risk,Decline,0
162632,0.2470284170203176,Medium Risk,Manual Review,0
293577,0.3277954626559254,High Risk,Decline,0
175141,0.1679432727951298,Medium Risk,Manual Review,0
216518,0.1983842017705599,Medium Risk,Manual Review,0
185929,0.1193410782981926,Medium Risk,Manual Review,0
395272,0.0863319749318869,Low Risk,Approve,0
260996,0.326702695422013,High Risk,Decline,0
397996,0.2084349804350625,Medium Risk,Manual Review,0
112558,0.5232058104812364,High Risk,Decline,0
143039,0.1019776070318674,Medium Risk,Manual Review,0
